"lex_1";"lex_2";"w1w2";"w1";"w2";"dice";"loglikelihood";"mi3";"tscore";"agr"
"оплатить";"проезд";"53";"3179";"1762";"10.158116075266317";"767.0052796531079";"16.1526484463474";"7.2781343594786";"10.842561766203577"
"оплатить";"расход";"75";"3179";"6285";"9.855384888438033";"945.9127225611605";"15.922520731771742";"8.654330375889899";"11.73877143613031"
"оплатить";"стоимость";"35";"3179";"3132";"9.498445820465118";"436.3622467632342";"14.332594639544705";"5.911758593247076";"9.204935606719658"
"оплатить";"услуга";"68";"3179";"9398";"9.473029857688896";"789.1709746411904";"15.226248448052718";"8.236908817165338";"11.198982993741685"
"оплатить";"лечение";"25";"3179";"2257";"9.311224230157112";"311.1642914585235";"13.650813209974226";"4.996315511790552";"8.258557367334177"
"оплатить";"покупка";"29";"3179";"3871";"9.199660114740105";"338.2216048033944";"13.556596851568933";"5.379297486949287";"8.539611664193483"
"оплатить";"штраф";"18";"3179";"1713";"9.088162441649047";"222.09195226681484";"12.941091287551533";"4.239345070177513";"7.40687191414829"
"оплатить";"задолженность";"11";"3179";"401";"8.90792437396357";"156.98704354222076";"12.915701903275702";"3.3156379119490222";"6.543988912729992"
"оплатить";"путевка";"13";"3179";"1196";"8.874434739229766";"161.26319823964448";"12.324087650061193";"3.6028437339775103";"6.663464711920713"
"оплатить";"вексель";"14";"3179";"1608";"8.858545320782696";"167.43397278987308";"12.250403051294024";"3.7381495640033893";"6.767114512483186"
"оплатить";"билет";"44";"3179";"12570";"8.812804664303627";"446.3443738828581";"13.62947811235765";"6.617781922895136";"9.49720558219392"
"оплатить";"счет";"114";"3179";"38859";"8.783016378834516";"1118.7440880007107";"15.35687786817228";"10.647371524635682";"12.78711789735613"
"оплатить";"долг";"41";"3179";"12053";"8.775565490233106";"413.52767757977995";"13.459624841711738";"6.387759722829368";"9.2723702173867"
"оплатить";"пребывание";"14";"3179";"2098";"8.761091476769536";"159.96550830132685";"11.984409712076692";"3.737080637910373";"6.692287015048505"
"оплатить";"заказ";"18";"3179";"4476";"8.640404630364326";"187.44206962856038";"11.980607716443837";"4.234029372798576";"7.122235953364679"
"оплатить";"издержка";"10";"3179";"1237";"8.602742685597061";"118.09488094120111";"11.503288418776808";"3.159084760174901";"6.028255397347913"
"оплатить";"товар";"27";"3179";"9290";"8.557983203567687";"263.7149583848195";"12.466794278392262";"5.181559259206983";"8.03725284695163"
"оплатить";"квитанция";"9";"3179";"1041";"8.542781350866107";"107.49510847448614";"11.359714175580848";"2.997167661921404";"5.83497797559863"
"оплатить";"ремонт";"13";"3179";"3627";"8.432536682960631";"132.36255004964127";"11.214664445288866";"3.597340361608255";"6.3516112169221035"
"оплатить";"поездка";"16";"3179";"5601";"8.385504216170563";"155.66883441015256";"11.40304324669667";"3.9885706588053194";"6.744022813934016"
"оплатить";"телеграмма";"25";"3179";"10619";"8.379744072322092";"233.65026893819098";"12.102204858387916";"4.98266478498178";"7.7653866593058245"
"оплатить";"обучение";"10";"3179";"2429";"8.363782844839566";"104.5786342363795";"10.828497862167124";"3.156008012565987";"5.845923880538738"
"оплатить";"проживание";"6";"3179";"369";"8.31076730635853";"79.2786243461121";"11.180459275830797";"2.448260135696999";"5.231889978181907"
"оплатить";"чек";"7";"3179";"1037";"8.29241523939406";"80.12876715088115";"10.609620751123572";"2.6425520818815267";"5.294948102092696"
"оплатить";"учеба";"7";"3179";"1411";"8.207422026560668";"75.8107510549873";"10.301654007500284";"2.6413982615204215";"5.216394443118363"
"оплатить";"доставка";"6";"3179";"781";"8.200907345539473";"70.2361144476693";"10.430680770031637";"2.446887241064191";"5.051999573614791"
"оплатить";"убыток";"9";"3179";"2775";"8.198553216320443";"89.82608023694873";"10.379245218015281";"2.9924498192429354";"5.573093438704212"
"оплатить";"труд";"25";"3179";"13719";"8.177072454715356";"220.88031716174288";"11.846067974465596";"4.977604123285152";"7.678869499764672"
"оплатить";"взнос";"6";"3179";"1032";"8.139451221626071";"66.88479698075061";"10.152001973829815";"2.4460508416641065";"4.983203083626242"
"оплатить";"прогон";"5";"3179";"381";"8.12506926914797";"63.90606297789706";"10.60149187436276";"2.2346772066165044";"4.867331121648551"
"оплатить";"пошлина";"6";"3179";"1223";"8.095092387701595";"64.84474334995167";"9.982193784184151";"2.445414378375596";"4.940708472231025"
"оплатить";"аренда";"8";"3179";"2750";"8.084977878532413";"78.10509990138196";"10.034945946566049";"2.820491094457332";"5.3201010963749775"
"оплатить";"командировка";"8";"3179";"2857";"8.067091902352042";"77.49522977941342";"9.996774734995894";"2.8201823107333652";"5.309682407830213"
"оплатить";"подписка";"6";"3179";"1431";"8.048923513797305";"62.95904121467778";"9.825127140314873";"2.44472126652214";"4.900989417067907"
"оплатить";"гостиница";"10";"3179";"4702";"8.023522195200343";"91.38551466981968";"10.16798956206928";"3.150141026563419";"5.659558381812405"
"оплатить";"госпошлина";"4";"3179";"28";"8.006350341986682";"70.76673284545792";"12.542656085371627";"1.9998857269939472";"5.008380864483899"
"оплатить";"сбор";"8";"3179";"3519";"7.9630244688856315";"74.16731260566186";"9.78836999990508";"2.8182718918056477";"5.2522650387548175"
"оплатить";"провоз";"4";"3179";"263";"7.935633564908351";"52.311348028524364";"10.302706563369066";"1.9989266499788605";"4.538100342261125"
"оплатить";"поставка";"6";"3179";"2014";"7.929839805943681";"58.86024916736316";"9.483377846592816";"2.4427785539713467";"4.813085499226448"
"оплатить";"отпуск";"12";"3179";"7300";"7.920925296873004";"103.50972681976435";"10.275067834414678";"3.446900846534832";"5.951230126339157"
"оплатить";"дорога";"48";"3179";"39650";"7.899377469251467";"385.35922297453743";"12.741734317847838";"6.881490184035379";"9.363873110837023"
"оплатить";"консультация";"5";"3179";"1388";"7.875973279809046";"50.946405818941486";"9.30867210842271";"2.231001337116588";"4.557154805431889"
"оплатить";"налог";"7";"3179";"3274";"7.866756911679419";"64.03729652157017";"9.459940201422018";"2.6356507552831525";"4.993305371876569"
"оплатить";"питание";"5";"3179";"1646";"7.821019079220959";"49.24293919459718";"9.138187868252444";"2.2300595552586153";"4.514277702284688"
"оплатить";"операция";"11";"3179";"7930";"7.775531583776593";"91.16241977949359";"9.931255015953377";"3.2971087161345234";"5.722274676669636"
"оплатить";"переезд";"4";"3179";"887";"7.769026547491544";"42.55291258198529";"9.087015613237252";"1.9963799944153966";"4.259241268020304"
"оплатить";"ущерб";"7";"3179";"4158";"7.738372010901265";"60.702205817577074";"9.22091849093514";"2.6329235435205405";"4.927268349467789"
"оплатить";"больничный";"3";"3179";"79";"7.702890680066065";"44.79031730506439";"10.642366525724466";"1.7316785169607594";"4.2929194590883455"
"оплатить";"такси";"5";"3179";"2460";"7.665123069186864";"45.23304010986941";"8.736374620563051";"2.227088196993539";"4.410972319338434"
"оплатить";"спонсор";"3";"3179";"265";"7.647370603680433";"37.45035603213908";"9.432084552205266";"1.7308019846429117";"4.040429514578447"
"оплатить";"затрата";"4";"3179";"1423";"7.645195271084525";"38.773419496854785";"8.614337997456978";"1.9941924825852417";"4.144713268366958"
"оплатить";"электричество";"4";"3179";"1516";"7.625188150037473";"38.26778100888047";"8.551030029344513";"1.9938129329579946";"4.129062152913089"
"оплатить";"похороны";"5";"3179";"2690";"7.625145552435711";"44.342120398131506";"8.646994776893575";"2.226248624019377";"4.387523244834386"
"оплатить";"установка";"5";"3179";"2799";"7.606743750150162";"43.946324303648645";"8.607273759974007";"2.22585073943597";"4.377043141570113"
