"lex_1";"lex_2";"w1w2";"w1";"w2";"dice";"loglikelihood";"mi3";"tscore";"agr"
"ошибка";"допустить";"1191";"36752";"26217";"10.725297929136609";"12429.51745341071";"20.34183392193933";"34.439182046316304";"26.46802073434281"
"ошибка";"исправить";"805";"36752";"8961";"10.653851457653428";"9526.127299218859";"20.24024127354055";"28.34271860113441";"23.951272676729022"
"ошибка";"совершить";"781";"36752";"30726";"10.234165432590334";"7221.316951913592";"18.917212516997534";"27.84262759042577";"22.95005235636083"
"ошибка";"исправлять";"370";"36752";"4470";"9.979922812794973";"4310.7774890761775";"18.603716877476277";"19.21345536968728";"18.906128211130074"
"ошибка";"допускать";"370";"36752";"20869";"9.645007822625253";"3148.6838407567493";"17.062840481829063";"19.13300601401688";"18.068299022183744"
"ошибка";"совершать";"373";"36752";"22087";"9.632165420874141";"3137.8301560288874";"17.03034232796706";"19.205291284150146";"18.085150955338996"
"ошибка";"поправить";"192";"36752";"10930";"9.178333305419493";"1629.420310078238";"15.741571083081842";"13.781971731148495";"14.729218841163933"
"ошибка";"наделать";"167";"36752";"5370";"9.162815544475272";"1609.4382034600094";"16.033749797916435";"12.883635701396237";"14.372647331778891"
"ошибка";"признать";"300";"36752";"40997";"9.135688686993714";"2022.8025961694102";"15.758444799860056";"17.097152130487288";"16.414156331748934"
"ошибка";"сделать";"1293";"36752";"310349";"9.100496476471958";"7316.506978475672";"18.117059934816567";"35.14387283278729";"25.232987346986462"
"ошибка";"повторять";"266";"36752";"35381";"9.090376573138055";"1807.5665694151267";"15.544910242643592";"16.104798177525183";"15.822377891629282"
"ошибка";"избежать";"153";"36752";"7949";"9.015833950236303";"1326.371373952838";"15.378863898773275";"12.308674970158549";"13.758395151335986"
"ошибка";"впасть";"145";"36752";"5640";"9.015165978807921";"1341.5253268519969";"15.560913430938701";"11.997396726196634";"13.663471442242384"
"ошибка";"произойти";"359";"36752";"69433";"9.003531434171824";"2174.8414223919585";"15.770201175832613";"18.60149549400872";"17.127443653734826"
"ошибка";"признавать";"190";"36752";"21325";"8.970646257448372";"1354.7914955093593";"15.04178839229066";"13.638060366602106";"14.322737800983262"
"ошибка";"делать";"930";"36752";"298137";"8.80677735408994";"4728.035273516293";"17.16859691522399";"29.573371425380202";"22.532937967041843"
"ошибка";"заключаться";"167";"36752";"26226";"8.760600254938971";"1079.4758644299989";"14.447826421327978";"12.731343084673004";"13.56245682012407"
"ошибка";"повторить";"168";"36752";"32296";"8.67455396606371";"1018.9120281115149";"14.257544823846082";"12.72635566415967";"13.470211072064313"
"ошибка";"впадать";"103";"36752";"8270";"8.612969630615472";"802.9485000373113";"14.152148724840252";"10.071997474768215";"11.939028696637564"
"ошибка";"учиться";"168";"36752";"44742";"8.50882648307621";"911.4810353392525";"13.93157554960701";"12.635744601841202";"13.26784950721441"
"ошибка";"поправлять";"85";"36752";"5045";"8.495218591447955";"713.9953971330739";"14.070152384852323";"9.167907841183375";"11.357546406496985"
"ошибка";"осознать";"79";"36752";"8837";"8.335173294694837";"563.6009648933828";"13.289992374052142";"8.794373996701081";"10.810974209141367"
"ошибка";"сознать";"74";"36752";"6253";"8.328140606778536";"569.2689674159953";"13.439730200214294";"8.533732450661091";"10.709391286982589"
"ошибка";"избегнуть";"68";"36752";"2858";"8.32581799512009";"618.3599242224703";"13.968997305207589";"8.213506275263622";"10.711416667531104"
"ошибка";"обнаружить";"123";"36752";"36603";"8.302265588358619";"640.5602638009386";"13.197019131042891";"10.77909951706414";"11.926943554075814"
"ошибка";"считать";"296";"36752";"146774";"8.263395009070937";"1251.1563709727625";"14.442780643381465";"16.399625583534828";"15.39013303830023"
"ошибка";"понять";"333";"36752";"176586";"8.230656629111898";"1365.2498185839518";"14.61121572929905";"17.335141595965293";"15.915008437214047"
"ошибка";"указывать";"97";"36752";"33398";"8.10946707353272";"477.60839391292564";"12.576233186746853";"9.52886466805845";"10.947018958166476"
"ошибка";"состоять";"143";"36752";"68360";"8.093210083498194";"613.8972778909434";"13.024342301719276";"11.418824525379087";"12.195190826789238"
"ошибка";"указать";"113";"36752";"47107";"8.08364290325493";"514.6989219877764";"12.69033811538691";"10.21197637225988";"11.383911146452263"
"ошибка";"загладить";"49";"36752";"1308";"8.038048337820431";"490.58554089111664";"13.767557910483818";"6.982367423762641";"9.804598301762692"
"ошибка";"замечать";"95";"36752";"37199";"8.035866081462531";"444.1300394799891";"12.405945064791217";"9.386650888006262";"10.791212872470794"
"ошибка";"учесть";"56";"36752";"6863";"8.035342464427774";"389.3243092439569";"12.510506677465894";"7.396772948092175";"9.619634990934232"
"ошибка";"прощать";"73";"36752";"21684";"8.00791920445593";"380.3361503334958";"12.155399931234026";"8.304515592187055";"10.04712437756209"
"ошибка";"привести";"139";"36752";"77681";"7.979876335821372";"555.3600713058056";"12.811407371352344";"11.168079444072358";"11.961555722966692"
"ошибка";"вкраться";"44";"36752";"213";"7.959610016487006";"598.7034787147492";"15.25962828421444";"6.630219464174631";"10.05856274355677"
"ошибка";"исключить";"57";"36752";"12063";"7.9404055267347236";"334.7602232318963";"11.999607156107349";"7.399061299874932";"9.42262325058453"
"ошибка";"случаться";"70";"36752";"23884";"7.928998367529395";"345.8484946477148";"11.932873216650275";"8.097221034342896";"9.829705591217246"
"ошибка";"заметить";"171";"36752";"114448";"7.908451994335035";"625.1751157563059";"13.045466367328897";"12.250818219426266";"12.641900057103182"
"ошибка";"вкрасться";"40";"36752";"373";"7.859980758568881";"487.41020511047105";"14.413411490867075";"6.318990067464801";"9.543490139832077"
"ошибка";"повторяться";"49";"36752";"8785";"7.858687017375603";"303.7641366007814";"11.863011441879765";"6.881573255164223";"9.035274332533957"
"ошибка";"крыться";"41";"36752";"2353";"7.832713632228542";"347.11535118542304";"12.645621359554642";"6.368447672861991";"8.974016821866876"
"ошибка";"приводить";"81";"36752";"41084";"7.825237007154338";"338.447684451324";"11.828324981900703";"8.569239098288351";"10.067757689881315"
"ошибка";"застраховать";"40";"36752";"1779";"7.8228082435882405";"359.15154805945906";"12.851183222845055";"6.29801219738981";"8.996494244335926"
"ошибка";"объяснять";"79";"36752";"39919";"7.815316213647907";"330.6541514462806";"11.782087425558705";"8.464383466708988";"9.986396047034134"
"ошибка";"сознаться";"45";"36752";"7551";"7.801001996499647";"284.8408523709013";"11.758903733676616";"6.601984425918051";"8.81090797339313"
"ошибка";"исключать";"48";"36752";"11301";"7.784288344054799";"271.8509707023248";"11.549308084532605";"6.774280654433254";"8.845239076991577"
"ошибка";"убедиться";"58";"36752";"21510";"7.780884832311581";"277.18308380239546";"11.473407357546565";"7.349251464067057";"9.182644271683774"
"ошибка";"связать";"106";"36752";"75444";"7.728583653860664";"375.17108391939655";"12.027522892334222";"9.604152980285525";"10.74775185012494"
"ошибка";"бывать";"171";"36752";"145276";"7.722894936682932";"549.3420217158819";"12.80695155726063";"12.028357487688336";"12.411550735433414"
"ошибка";"назвать";"100";"36752";"69888";"7.721103411695446";"357.3268712381605";"11.929212866468834";"9.340509295371888";"10.555800474891615"
"ошибка";"бы";"759";"36752";"791050";"7.698619683619202";"2165.3375819610555";"15.583240424478761";"24.84045489077048";"19.67472441525664"
"ошибка";"содержать";"59";"36752";"27782";"7.695737128784009";"254.86623533642268";"11.268820271928906";"7.339840027323836";"9.094577400441544"
"ошибка";"попасть";"99";"36752";"72699";"7.685034791193213";"344.6073484290821";"11.85962819030403";"9.260401938944414";"10.479738731888848"
"ошибка";"объяснить";"80";"36752";"52200";"7.679321637850742";"296.119590224234";"11.551593678319996";"8.393550987914855";"9.84677056352253"
"ошибка";"найти";"195";"36752";"180224";"7.678604711795965";"596.4172428735974";"12.985394423222719";"12.746368774816723";"12.865326502069244"
"ошибка";"оказаться";"181";"36752";"164653";"7.678571126650853";"558.7890144792254";"12.85224713386038";"12.298745199837516";"12.572450546519992"
"ошибка";"мочь";"1091";"36752";"1181975";"7.674679737071768";"3044.3655169960584";"16.27020417953601";"29.653515233874636";"21.965171237577955"
"ошибка";"устранить";"38";"36752";"5942";"7.668919666165286";"245.82237961452222";"11.491308971325687";"6.07345474360502";"8.354157347221138"
"ошибка";"избегать";"40";"36752";"10055";"7.628238591303444";"221.40350511920894";"11.119164608304139";"6.174532216777705";"8.28586990590779"
"ошибка";"быть";"4282";"36752";"5022205";"7.6186517561751215";"11651.884788372114";"18.925498317361146";"58.194681587578266";"33.18679479047472"
"ошибка";"встречаться";"62";"36752";"39519";"7.578233499217641";"232.19445074300694";"11.06521785540642";"7.400402994666483";"9.049147548459286"
"ошибка";"находить";"72";"36752";"53889";"7.555151371278308";"248.02380896782248";"11.203668250780302";"7.88598735625481";"9.399573722745458"
"ошибка";"простить";"61";"36752";"40122";"7.554098047839125";"224.84743459191088";"11.001293049406982";"7.325493085256273";"8.977187541892436"
"ошибка";"расплачиваться";"31";"36752";"2401";"7.551902058209454";"243.83435266263763";"11.786672565403267";"5.527071581053496";"8.071293760694335"
"ошибка";"писать";"200";"36752";"222368";"7.526417993262771";"544.8171759325527";"12.851214701699138";"12.658376650385597";"12.754431234244844"
"ошибка";"возникать";"56";"36752";"35805";"7.526371132454524";"209.39054144118";"10.85856379293349";"7.03181687751967";"8.738159539901622"
"ошибка";"бояться";"109";"36752";"107205";"7.507225139935238";"320.82008311073554";"11.759897026534324";"9.471342025859752";"10.55376742813663"
"ошибка";"сознавать";"34";"36752";"9659";"7.47421592609265";"180.06274976594622";"10.671787719838271";"5.674637571911037";"7.78193597727796"
"ошибка";"искупить";"28";"36752";"1652";"7.469434790917635";"235.49048151138712";"11.85522312461377";"5.262042326974682";"7.898271068876195"
