"lex_1";"lex_2";"w1w2";"w1";"w2";"dice";"loglikelihood";"mi3";"tscore";"agr"
"интерес";"представлять";"4135";"73792";"85906";"11.039349977374581";"37993.032837966384";"22.19201273764833";"64.05084936484305";"37.7016878264328"
"интерес";"проявлять";"841";"73792";"11364";"10.075498693037265";"8433.033055067064";"19.436863106413995";"28.925754934133337";"23.71130403213684"
"интерес";"защищать";"673";"73792";"19483";"9.761585112115315";"5697.667125245798";"18.229232288957526";"25.799950826432767";"21.686707833572264"
"интерес";"вызвать";"934";"73792";"55799";"9.760485002744298";"6551.1141303915965";"18.160211957093896";"30.215484280376604";"23.4247646502132"
"интерес";"вызывать";"871";"73792";"47382";"9.75780634926026";"6271.39131022541";"18.114222111301103";"29.208523505945482";"23.001949533242954"
"интерес";"проявить";"559";"73792";"11067";"9.670550319143175";"5163.755182939785";"18.23801930266974";"23.554494159484126";"20.726488345720632"
"интерес";"отстаивать";"487";"73792";"5713";"9.597836111896038";"5024.157390813479";"18.485586679992537";"22.019027043961206";"20.175099331360048"
"интерес";"затрагивать";"339";"73792";"3232";"9.267274947357597";"3644.065487293554";"17.968437771969594";"18.378693893343833";"18.172408138511148"
"интерес";"потерять";"514";"73792";"52060";"9.19250855364308";"3064.138387031082";"16.43781148728617";"22.236500265174392";"19.118561648197428"
"интерес";"наблюдать";"463";"73792";"45883";"9.138339220385468";"2779.712629086659";"16.250625074653712";"21.11342147465107";"18.523128688957943"
"интерес";"следить";"355";"73792";"29911";"9.015978646631567";"2244.6631142953693";"15.88166565319614";"18.540662177822494";"17.159737693130285"
"интерес";"слушать";"590";"73792";"102423";"8.993809598065408";"2895.591227773826";"16.17479490442689";"23.49099088837548";"19.49261295263501"
"интерес";"возбуждать";"259";"73792";"10787";"8.904533954428931";"2001.3237909419158";"15.955681070192416";"15.966482365189519";"15.961080803999943"
"интерес";"совпадать";"222";"73792";"8888";"8.77309154863652";"1732.9266748422297";"15.686868683766603";"14.786642701539591";"15.230105788628897"
"интерес";"учитывать";"235";"73792";"14616";"8.763014952435487";"1627.2539952848595";"15.360178313843866";"15.14906345745387";"15.25425566831196"
"интерес";"противоречить";"218";"73792";"9105";"8.752288091058984";"1683.1597874993627";"15.60820006567479";"14.647984533253975";"15.120471988464447"
"интерес";"лишить";"264";"73792";"28422";"8.734272350034917";"1541.185697628236";"15.044222406756372";"15.916650453606124";"15.474289301762786"
"интерес";"охранять";"207";"73792";"10865";"8.679502896239356";"1503.4122108698143";"15.276148356574808";"14.244414571200133";"14.751264021846032"
